question_id,question_name,polling_response,demographic_category,demographic_variable,values,total_counts,response_type,question_type,question_name_preamble,polling_response_coded
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Knows Someone Incarcerated,0.12,632,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Systems-Impacted Status,Knows Someone on Probation,0.1,571,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Age,18-34,0.06,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Age,35-49,0.1,240,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Age,50-64,0.15,235,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Age,65,0.15,250,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Gender,Male,0.11,478,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Gender,Female,0.11,518,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Race/Ethnicity,White,0.11,660,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
45,Every dollar saved on unnecessary supervision or incarceration is a dollar that can support protecting communities from more serious crime,Very Unconvincing,Race/Ethnicity,Hispanic,0.09,115,convincing_unconvincing,safer_supporter,"Each of the following statements comes from supporters of the Safer Supervision Act. For each, please tell me whether the statement is convincing or unconvincing as a reason to support the legislation.",1
